PATH;Group
1804020302;Medio
1804020303;Alto
180403;4GC
18040301;Ortodoxas
1804030101;Bajo
1804030102;Medio
1804030103;Alto
18040302;Intermedia
1804030201;Bajo
1804030202;Medio
1804030203;Alto
18040303;Recalcitrantes
1804030301;Bajo
1804030302;Medio
1804030303;Alto
1805;Passiflora cumbalenis
180500;Cava Desconocida
18050001;Ortodoxas
1805000101;Bajo
1805000102;Medio
1805000103;Alto
18050002;Intermedia
1805000201;Bajo
1805000202;Medio
1805000203;Alto
18050003;Recalcitrantes
1805000301;Bajo
1805000302;Medio
1805000303;Alto
180501;M20GC
18050101;Ortodoxas
1805010101;Bajo
1805010102;Medio
1805010103;Alto
18050102;Intermedia
1805010201;Bajo
1805010202;Medio
1805010203;Alto
18050103;Recalcitrantes
1805010301;Bajo
1805010302;Medio
1805010303;Alto
180502;M10GC
18050201;Ortodoxas
1805020101;Bajo
1805020102;Medio
1805020103;Alto
18050202;Intermedia
1805020201;Bajo
1805020202;Medio
1805020203;Alto
18050203;Recalcitrantes
1805020301;Bajo
1805020302;Medio
1805020303;Alto
180503;4GC
18050301;Ortodoxas
1805030101;Bajo
1805030102;Medio
1805030103;Alto
18050302;Intermedia
1805030201;Bajo
1805030202;Medio
1805030203;Alto
18050303;Recalcitrantes
1805030301;Bajo
1805030302;Medio
1805030303;Alto
1806;Passiflora edulis
180600;Cava Desconocida
18060001;Ortodoxas
1806000101;Bajo
1806000102;Medio
1806000103;Alto
18060002;Intermedia
1806000201;Bajo
1806000202;Medio
1806000203;Alto
18060003;Recalcitrantes
1806000301;Bajo
1806000302;Medio
1806000303;Alto
180601;M20GC
18060101;Ortodoxas
1806010101;Bajo
1806010102;Medio
1806010103;Alto
18060102;Intermedia
1806010201;Bajo
1806010202;Medio
1806010203;Alto
18060103;Recalcitrantes
1806010301;Bajo
1806010302;Medio
1806010303;Alto
180602;M10GC
18060201;Ortodoxas
1806020101;Bajo
1806020102;Medio
1806020103;Alto
18060202;Intermedia
1806020201;Bajo
1806020202;Medio
1806020203;Alto
18060203;Recalcitrantes
1806020301;Bajo
1806020302;Medio
1806020303;Alto
180603;4GC
18060301;Ortodoxas
1806030101;Bajo
1806030102;Medio
1806030103;Alto
18060302;Intermedia
1806030201;Bajo
1806030202;Medio
1806030203;Alto
18060303;Recalcitrantes
1806030301;Bajo
1806030302;Medio
1806030303;Alto
1807;Passilora edulis fo. Edulis
180700;Cava Desconocida
18070001;Ortodoxas
1807000101;Bajo
1807000102;Medio
1807000103;Alto
18070002;Intermedia
1807000201;Bajo
1807000202;Medio
1807000203;Alto
18070003;Recalcitrantes
1807000301;Bajo
1807000302;Medio
1807000303;Alto
180701;M20GC
18070101;Ortodoxas
1807010101;Bajo
1807010102;Medio
1807010103;Alto
18070102;Intermedia
1807010201;Bajo
1807010202;Medio
1807010203;Alto
18070103;Recalcitrantes
1807010301;Bajo
1807010302;Medio
1807010303;Alto
180702;M10GC
18070201;Ortodoxas
1807020101;Bajo
1807020102;Medio
1807020103;Alto
18070202;Intermedia
1807020201;Bajo
1807020202;Medio
1807020203;Alto
18070203;Recalcitrantes
1807020301;Bajo
1807020302;Medio
1807020303;Alto
180703;4GC
18070301;Ortodoxas
1807030101;Bajo
1807030102;Medio
1807030103;Alto
18070302;Intermedia
1807030201;Bajo
1807030202;Medio
1807030203;Alto
18070303;Recalcitrantes
1807030301;Bajo
1807030302;Medio
1807030303;Alto
1808;Passiflora ligularis
180800;Cava Desconocida
18080001;Ortodoxas
1808000101;Bajo
1808000102;Medio
1808000103;Alto
18080002;Intermedia
1808000201;Bajo
1808000202;Medio
1808000203;Alto
18080003;Recalcitrantes
1808000301;Bajo
1808000302;Medio
1808000303;Alto
180801;M20GC
18080101;Ortodoxas
1808010101;Bajo
1808010102;Medio
1808010103;Alto
18080102;Intermedia
1808010201;Bajo
1808010202;Medio
1808010203;Alto
18080103;Recalcitrantes
1808010301;Bajo
1808010302;Medio
1808010303;Alto
180802;M10GC
18080201;Ortodoxas
1808020101;Bajo
1808020102;Medio
1808020103;Alto
18080202;Intermedia
1808020201;Bajo
1808020202;Medio
1808020203;Alto
18080203;Recalcitrantes
1808020301;Bajo
1808020302;Medio
1808020303;Alto
180803;4GC
18080301;Ortodoxas
1808030101;Bajo
1808030102;Medio
1808030103;Alto
18080302;Intermedia
1808030201;Bajo
1808030202;Medio
1808030203;Alto
18080303;Recalcitrantes
1808030301;Bajo
1808030302;Medio
1808030303;Alto
1809;Passiflora maliformis
180900;Cava Desconocida
18090001;Ortodoxas
1809000101;Bajo
1809000102;Medio
1809000103;Alto
18090002;Intermedia
1809000201;Bajo
1809000202;Medio
1809000203;Alto
18090003;Recalcitrantes
1809000301;Bajo
1809000302;Medio
1809000303;Alto
180901;M20GC
18090101;Ortodoxas
1809010101;Bajo
1809010102;Medio
1809010103;Alto
18090102;Intermedia
1809010201;Bajo
1809010202;Medio
1809010203;Alto
18090103;Recalcitrantes
1809010301;Bajo
1809010302;Medio
1809010303;Alto
180902;M10GC
18090201;Ortodoxas
1809020101;Bajo
1809020102;Medio
1809020103;Alto
18090202;Intermedia
1809020201;Bajo
1809020202;Medio
1809020203;Alto
18090203;Recalcitrantes
1809020301;Bajo
1809020302;Medio
1809020303;Alto
180903;4GC
18090301;Ortodoxas
1809030101;Bajo
1809030102;Medio
1809030103;Alto
18090302;Intermedia
1809030201;Bajo
1809030202;Medio
1809030203;Alto
18090303;Recalcitrantes
1809030301;Bajo
1809030302;Medio
1809030303;Alto
1810;Passiflora mixta
181000;Cava Desconocida
18100001;Ortodoxas
1810000101;Bajo
1810000102;Medio
1810000103;Alto
18100002;Intermedia
1810000201;Bajo
1810000202;Medio
1810000203;Alto
18100003;Recalcitrantes
1810000301;Bajo
1810000302;Medio
1810000303;Alto
181001;M20GC
18100101;Ortodoxas
1810010101;Bajo
1810010102;Medio
1810010103;Alto
18100102;Intermedia
1810010201;Bajo
1810010202;Medio
1810010203;Alto
18100103;Recalcitrantes
1810010301;Bajo
1810010302;Medio
1810010303;Alto
181002;M10GC
18100201;Ortodoxas
1810020101;Bajo
1810020102;Medio
1810020103;Alto
18100202;Intermedia
1810020201;Bajo
1810020202;Medio
1810020203;Alto
18100203;Recalcitrantes
1810020301;Bajo
1810020302;Medio
1810020303;Alto
181003;4GC
18100301;Ortodoxas
1810030101;Bajo
1810030102;Medio
1810030103;Alto
18100302;Intermedia
1810030201;Bajo
1810030202;Medio
1810030203;Alto
18100303;Recalcitrantes
1810030301;Bajo
1810030302;Medio
1810030303;Alto
1811;Passiflora mollissima
181100;Cava Desconocida
18110001;Ortodoxas
1811000101;Bajo
1811000102;Medio
1811000103;Alto
18110002;Intermedia
1811000201;Bajo
1811000202;Medio
1811000203;Alto
18110003;Recalcitrantes
1811000301;Bajo
1811000302;Medio
1811000303;Alto
181101;M20GC
18110101;Ortodoxas
1811010101;Bajo
1811010102;Medio
1811010103;Alto
18110102;Intermedia
1811010201;Bajo
1811010202;Medio
1811010203;Alto
18110103;Recalcitrantes
1811010301;Bajo
1811010302;Medio
1811010303;Alto
181102;M10GC
18110201;Ortodoxas
1811020101;Bajo
1811020102;Medio
1811020103;Alto
18110202;Intermedia
1811020201;Bajo
1811020202;Medio
1811020203;Alto
18110203;Recalcitrantes
1811020301;Bajo
1811020302;Medio
1811020303;Alto
181103;4GC
18110301;Ortodoxas
1811030101;Bajo
1811030102;Medio
1811030103;Alto
18110302;Intermedia
1811030201;Bajo
1811030202;Medio
1811030203;Alto
18110303;Recalcitrantes
1811030301;Bajo
1811030302;Medio
1811030303;Alto
1812;Passiflora sanguinolenta
181200;Cava Desconocida
18120001;Ortodoxas
1812000101;Bajo
1812000102;Medio
1812000103;Alto
18120002;Intermedia
1812000201;Bajo
1812000202;Medio
1812000203;Alto
18120003;Recalcitrantes
1812000301;Bajo
1812000302;Medio
1812000303;Alto
181201;M20GC
18120101;Ortodoxas
1812010101;Bajo
1812010102;Medio
1812010103;Alto
18120102;Intermedia
1812010201;Bajo
1812010202;Medio
1812010203;Alto
18120103;Recalcitrantes
1812010301;Bajo
1812010302;Medio
1812010303;Alto
181202;M10GC
18120201;Ortodoxas
1812020101;Bajo
1812020102;Medio
1812020103;Alto
18120202;Intermedia
1812020201;Bajo
1812020202;Medio
1812020203;Alto
18120203;Recalcitrantes
1812020301;Bajo
1812020302;Medio
1812020303;Alto
181203;4GC
18120301;Ortodoxas
1812030101;Bajo
1812030102;Medio
1812030103;Alto
18120302;Intermedia
1812030201;Bajo
1812030202;Medio
1812030203;Alto
18120303;Recalcitrantes
1812030301;Bajo
1812030302;Medio
1812030303;Alto
1813;Passiflora sp
181300;Cava Desconocida
18130001;Ortodoxas
1813000101;Bajo
1813000102;Medio
1813000103;Alto
18130002;Intermedia
1813000201;Bajo
1813000202;Medio
1813000203;Alto
18130003;Recalcitrantes
1813000301;Bajo
1813000302;Medio
1813000303;Alto
181301;M20GC
18130101;Ortodoxas
1813010101;Bajo
1813010102;Medio
1813010103;Alto
18130102;Intermedia
1813010201;Bajo
1813010202;Medio
1813010203;Alto
18130103;Recalcitrantes
1813010301;Bajo
1813010302;Medio
1813010303;Alto
181302;M10GC
18130201;Ortodoxas
1813020101;Bajo
1813020102;Medio
1813020103;Alto
18130202;Intermedia
1813020201;Bajo
1813020202;Medio
1813020203;Alto
18130203;Recalcitrantes
1813020301;Bajo
1813020302;Medio
1813020303;Alto
181303;4GC
18130301;Ortodoxas
1813030101;Bajo
1813030102;Medio
1813030103;Alto
18130302;Intermedia
1813030201;Bajo
1813030202;Medio
1813030203;Alto
18130303;Recalcitrantes
1813030301;Bajo
1813030302;Medio
1813030303;Alto
1814;Passiflora tarminiana
181400;Cava Desconocida
18140001;Ortodoxas
1814000101;Bajo
1814000102;Medio
1814000103;Alto
18140002;Intermedia
1814000201;Bajo
1814000202;Medio
1814000203;Alto
18140003;Recalcitrantes
1814000301;Bajo
1814000302;Medio
1814000303;Alto
181401;M20GC
18140101;Ortodoxas
1814010101;Bajo
1814010102;Medio
1814010103;Alto
18140102;Intermedia
1814010201;Bajo
1814010202;Medio
1814010203;Alto
18140103;Recalcitrantes
1814010301;Bajo
1814010302;Medio
1814010303;Alto
181402;M10GC
18140201;Ortodoxas
1814020101;Bajo
1814020102;Medio
1814020103;Alto
18140202;Intermedia
1814020201;Bajo
1814020202;Medio
1814020203;Alto
18140203;Recalcitrantes
1814020301;Bajo
1814020302;Medio
1814020303;Alto
181403;4GC
18140301;Ortodoxas
1814030101;Bajo
1814030102;Medio
1814030103;Alto
18140302;Intermedia
1814030201;Bajo
1814030202;Medio
1814030203;Alto
18140303;Recalcitrantes
1814030301;Bajo
1814030302;Medio
1814030303;Alto
1815;Passiflora tripartita
181500;Cava Desconocida
18150001;Ortodoxas
1815000101;Bajo
1815000102;Medio
1815000103;Alto
18150002;Intermedia
1815000201;Bajo
1815000202;Medio
1815000203;Alto
18150003;Recalcitrantes
1815000301;Bajo
1815000302;Medio
1815000303;Alto
181501;M20GC
18150101;Ortodoxas
1815010101;Bajo
1815010102;Medio
1815010103;Alto
18150102;Intermedia
1815010201;Bajo
1815010202;Medio
1815010203;Alto
18150103;Recalcitrantes
1815010301;Bajo
1815010302;Medio
1815010303;Alto
181502;M10GC
18150201;Ortodoxas
1815020101;Bajo
1815020102;Medio
1815020103;Alto
18150202;Intermedia
1815020201;Bajo
1815020202;Medio
1815020203;Alto
18150203;Recalcitrantes
1815020301;Bajo
1815020302;Medio
1815020303;Alto
181503;4GC
18150301;Ortodoxas
1815030101;Bajo
1815030102;Medio
1815030103;Alto
18150302;Intermedia
1815030201;Bajo
1815030202;Medio
1815030203;Alto
18150303;Recalcitrantes
1815030301;Bajo
1815030302;Medio
1815030303;Alto
16;Mora
1601;Rubus adenotrichos
160100;Cava Desconocida
16010001;Ortodoxas
1601000101;Bajo
1601000102;Medio
1601000103;Alto
16010002;Intermedia
1601000201;Bajo
1601000202;Medio
1601000203;Alto
16010003;Recalcitrantes
1601000301;Bajo
1601000302;Medio
1601000303;Alto
160101;M20GC
16010101;Ortodoxas
1601010101;Bajo
1601010102;Medio
1601010103;Alto
16010102;Intermedia
1601010201;Bajo
1601010202;Medio
1601010203;Alto
16010103;Recalcitrantes
1601010301;Bajo
1601010302;Medio
1601010303;Alto
160102;M10GC
16010201;Ortodoxas
1601020101;Bajo
1601020102;Medio
1601020103;Alto
16010202;Intermedia
1601020201;Bajo
1601020202;Medio
1601020203;Alto
16010203;Recalcitrantes
1601020301;Bajo
1601020302;Medio
1601020303;Alto
160103;4GC
16010301;Ortodoxas
1601030101;Bajo
1601030102;Medio
1601030103;Alto
16010302;Intermedia
1601030201;Bajo
1601030202;Medio
1601030203;Alto
16010303;Recalcitrantes
1601030301;Bajo
1601030302;Medio
1601030303;Alto
1602;Rubus glaucus
160200;Cava Desconocida
16020001;Ortodoxas
1602000101;Bajo
1602000102;Medio
1602000103;Alto
16020002;Intermedia
1602000201;Bajo
1602000202;Medio
1602000203;Alto
16020003;Recalcitrantes
1602000301;Bajo
1602000302;Medio
1602000303;Alto
160201;M20GC
16020101;Ortodoxas
1602010101;Bajo
1602010102;Medio
1602010103;Alto
16020102;Intermedia
1602010201;Bajo
1602010202;Medio
1602010203;Alto
16020103;Recalcitrantes
1602010301;Bajo
1602010302;Medio
1602010303;Alto
160202;M10GC
16020201;Ortodoxas
1602020101;Bajo
1602020102;Medio
1602020103;Alto
16020202;Intermedia
1602020201;Bajo
1602020202;Medio
1602020203;Alto
16020203;Recalcitrantes
1602020301;Bajo
1602020302;Medio
1602020303;Alto
160203;4GC
16020301;Ortodoxas
1602030101;Bajo
1602030102;Medio
1602030103;Alto
16020302;Intermedia
1602030201;Bajo
1602030202;Medio
1602030203;Alto
16020303;Recalcitrantes
1602030301;Bajo
1602030302;Medio
1602030303;Alto
1603;Rubus idaeus
160300;Cava Desconocida
16030001;Ortodoxas
1603000101;Bajo
1603000102;Medio
1603000103;Alto
16030002;Intermedia
1603000201;Bajo
1603000202;Medio
1603000203;Alto
16030003;Recalcitrantes
1603000301;Bajo
1603000302;Medio
1603000303;Alto
160301;M20GC
16030101;Ortodoxas
1603010101;Bajo
1603010102;Medio
1603010103;Alto
16030102;Intermedia
1603010201;Bajo
1603010202;Medio
1603010203;Alto
16030103;Recalcitrantes
1603010301;Bajo
1603010302;Medio
1603010303;Alto
160302;M10GC
16030201;Ortodoxas
1603020101;Bajo
1603020102;Medio
1603020103;Alto
16030202;Intermedia
1603020201;Bajo
1603020202;Medio
1603020203;Alto
16030203;Recalcitrantes
1603020301;Bajo
1603020302;Medio
1603020303;Alto
160303;4GC
16030301;Ortodoxas
1603030101;Bajo
1603030102;Medio
1603030103;Alto
16030302;Intermedia
1603030201;Bajo
1603030202;Medio
1603030203;Alto
16030303;Recalcitrantes
1603030301;Bajo
1603030302;Medio
1603030303;Alto
1604;Rubus niveus
160400;Cava Desconocida
16040001;Ortodoxas
1604000101;Bajo
1604000102;Medio
1604000103;Alto
16040002;Intermedia
1604000201;Bajo
1604000202;Medio
1604000203;Alto
16040003;Recalcitrantes
1604000301;Bajo
1604000302;Medio
1604000303;Alto
160401;M20GC
16040101;Ortodoxas
1604010101;Bajo
1604010102;Medio
1604010103;Alto
16040102;Intermedia
1604010201;Bajo
1604010202;Medio
1604010203;Alto
16040103;Recalcitrantes
1604010301;Bajo
1604010302;Medio
1604010303;Alto
160402;M10GC
16040201;Ortodoxas
1604020101;Bajo
1604020102;Medio
1604020103;Alto
16040202;Intermedia
1604020201;Bajo
1604020202;Medio
1604020203;Alto
16040203;Recalcitrantes
1604020301;Bajo
1604020302;Medio
1604020303;Alto
160403;4GC
16040301;Ortodoxas
1604030101;Bajo
1604030102;Medio
1604030103;Alto
16040302;Intermedia
1604030201;Bajo
1604030202;Medio
1604030203;Alto
16040303;Recalcitrantes
1604030301;Bajo
1604030302;Medio
1604030303;Alto
1605;Rubus pallidus
160500;Cava Desconocida
16050001;Ortodoxas
1605000101;Bajo
1605000102;Medio
1605000103;Alto
16050002;Intermedia
1605000201;Bajo
1605000202;Medio
1605000203;Alto
16050003;Recalcitrantes
1605000301;Bajo
1605000302;Medio
1605000303;Alto
160501;M20GC
16050101;Ortodoxas
1605010101;Bajo
1605010102;Medio
1605010103;Alto
16050102;Intermedia
1605010201;Bajo
1605010202;Medio
1605010203;Alto
16050103;Recalcitrantes
1605010301;Bajo
1605010302;Medio
1605010303;Alto
160502;M10GC
16050201;Ortodoxas
1605020101;Bajo
1605020102;Medio
1605020103;Alto
16050202;Intermedia
1605020201;Bajo
1605020202;Medio
1605020203;Alto
16050203;Recalcitrantes
1605020301;Bajo
1605020302;Medio
1605020303;Alto
160503;4GC
16050301;Ortodoxas
1605030101;Bajo
1605030102;Medio
1605030103;Alto
16050302;Intermedia
1605030201;Bajo
1605030202;Medio
1605030203;Alto
16050303;Recalcitrantes
1605030301;Bajo
1605030302;Medio
1605030303;Alto
1606;Rubus peruvianus
160600;Cava Desconocida
16060001;Ortodoxas
1606000101;Bajo
1606000102;Medio
1606000103;Alto
16060002;Intermedia
1606000201;Bajo
1606000202;Medio
1606000203;Alto
16060003;Recalcitrantes
1606000301;Bajo
1606000302;Medio
1606000303;Alto
160601;M20GC
16060101;Ortodoxas
1606010101;Bajo
1606010102;Medio
1606010103;Alto
16060102;Intermedia
1606010201;Bajo
1606010202;Medio
1606010203;Alto
16060103;Recalcitrantes
1606010301;Bajo
1606010302;Medio
1606010303;Alto
160602;M10GC
16060201;Ortodoxas
1606020101;Bajo
1606020102;Medio
1606020103;Alto
16060202;Intermedia
1606020201;Bajo
1606020202;Medio
1606020203;Alto
16060203;Recalcitrantes
1606020301;Bajo
1606020302;Medio
1606020303;Alto
160603;4GC
16060301;Ortodoxas
1606030101;Bajo
1606030102;Medio
1606030103;Alto
16060302;Intermedia
1606030201;Bajo
1606030202;Medio
1606030203;Alto
16060303;Recalcitrantes
1606030301;Bajo
1606030302;Medio
1606030303;Alto
1607;Rubus robustus
160700;Cava Desconocida
16070001;Ortodoxas
1607000101;Bajo
1607000102;Medio
1607000103;Alto
16070002;Intermedia
1607000201;Bajo
1607000202;Medio
1607000203;Alto
16070003;Recalcitrantes
1607000301;Bajo
1607000302;Medio
1607000303;Alto
160701;M20GC
16070101;Ortodoxas
1607010101;Bajo
1607010102;Medio
1607010103;Alto
16070102;Intermedia
1607010201;Bajo
1607010202;Medio
1607010203;Alto
16070103;Recalcitrantes
1607010301;Bajo
1607010302;Medio
1607010303;Alto
160702;M10GC
16070201;Ortodoxas
1607020101;Bajo
1607020102;Medio
1607020103;Alto
16070202;Intermedia
1607020201;Bajo
1607020202;Medio
1607020203;Alto
16070203;Recalcitrantes
1607020301;Bajo
1607020302;Medio
1607020303;Alto
160703;4GC
16070301;Ortodoxas
1607030101;Bajo
1607030102;Medio
1607030103;Alto
16070302;Intermedia
1607030201;Bajo
1607030202;Medio
1607030203;Alto
16070303;Recalcitrantes
1607030301;Bajo
1607030302;Medio
1607030303;Alto
1608;Rubus rosifolius
160800;Cava Desconocida
16080001;Ortodoxas
1608000101;Bajo
1608000102;Medio
1608000103;Alto
16080002;Intermedia
1608000201;Bajo
1608000202;Medio
1608000203;Alto
16080003;Recalcitrantes
1608000301;Bajo
1608000302;Medio
1608000303;Alto
160801;M20GC
16080101;Ortodoxas
1608010101;Bajo
1608010102;Medio
1608010103;Alto
16080102;Intermedia
1608010201;Bajo
1608010202;Medio
1608010203;Alto
16080103;Recalcitrantes
1608010301;Bajo
1608010302;Medio
1608010303;Alto
160802;M10GC
16080201;Ortodoxas
1608020101;Bajo
1608020102;Medio
1608020103;Alto
16080202;Intermedia
1608020201;Bajo
1608020202;Medio
1608020203;Alto
16080203;Recalcitrantes
1608020301;Bajo
1608020302;Medio
1608020303;Alto
160803;4GC
16080301;Ortodoxas
1608030101;Bajo
1608030102;Medio
1608030103;Alto
16080302;Intermedia
1608030201;Bajo
1608030202;Medio
1608030203;Alto
16080303;Recalcitrantes
1608030301;Bajo
1608030302;Medio
1608030303;Alto
1609;Rubus sp
160900;Cava Desconocida
16090001;Ortodoxas
1609000101;Bajo
1609000102;Medio
1609000103;Alto
16090002;Intermedia
1609000201;Bajo
1609000202;Medio
1609000203;Alto
16090003;Recalcitrantes
1609000301;Bajo
1609000302;Medio
1609000303;Alto
160901;M20GC
16090101;Ortodoxas
1609010101;Bajo
1609010102;Medio
1609010103;Alto
16090102;Intermedia
1609010201;Bajo
1609010202;Medio
1609010203;Alto
16090103;Recalcitrantes
1609010301;Bajo
1609010302;Medio
1609010303;Alto
160902;M10GC
16090201;Ortodoxas
1609020101;Bajo
1609020102;Medio
1609020103;Alto
16090202;Intermedia
